Date,Private_Domestic(Price_Index),First_hand_sales_quantity,First_hand_sales_amount,Total_completions,Total_stock,Total_take_up,Total_vacancy,Unemployment_rate,CPI,HIBOR_1_month,HK$_million,HSI _close,HSI_volume
2/13/2007,95.89758526,1128.661893,4714622121,16116.32805,1070497.234,16995.56873,61716.99322,5.115010254,75.39193065,4.24286,5271950.781,20132.25,953727400
2/14/2007,95.93957825,1162.122525,4802760185,16098.60255,1070547.091,17016.49278,61682.20943,5.113276081,75.39865752,4.26857,5283826.771,20209.91016,686788500
2/15/2007,95.98183548,1191.050402,4871790896,16080.69988,1070596.838,17037.52863,61647.17026,5.111542629,75.40538853,4.15473,5294876.698,20538.41992,845067500
2/16/2007,96.02435696,1215.445524,4921714255,16062.62005,1070646.475,17058.67627,61611.87569,5.109809898,75.4121237,4.11393,5305100.562,20567.91016,709936300
2/21/2007,96.06714269,1235.307891,4952530260,16044.36305,1070696.003,17079.93569,61576.32573,5.108077888,75.41886302,4.11893,5314498.363,20651.41992,749988900
2/22/2007,96.11019267,1250.637502,4964238914,16025.92888,1070745.421,17101.30691,61540.52038,5.1063466,75.42560649,4.12821,5323070.101,20809.23047,795301400
2/23/2007,96.1535069,1261.434358,4956840214,16007.31756,1070794.731,17122.78991,61504.45963,5.104616033,75.43235412,4.10929,5330815.775,20711.65039,874084000
2/26/2007,96.19708538,1267.698459,4930334162,15988.52906,1070843.93,17144.3847,61468.1435,5.102886187,75.43910589,4.05446,5337735.387,20507.94922,782347000
2/27/2007,96.24092811,1269.429805,4884720757,15969.5634,1070893.02,17166.09129,61431.57197,5.101157062,75.44586181,4.05946,5343828.936,20147.86914,1412425800
2/28/2007,96.6,1267,4820000000,15950.42058,1070942.001,17187.90966,61394.74505,4.3,74.4,4.15259,5349097,19651.50977,2038333200
3/1/2007,96.32940631,1259.294231,4736171888,15931.10059,1070990.872,17209.83982,61357.66273,5.097700977,75.45938611,4.25714,5353537.844,19346.59961,1474434200
3/2/2007,96.37404179,1247.427311,4633236425,15911.60344,1071039.634,17231.88177,61320.32503,5.095974016,75.46615448,4.24143,5357153.203,19442.00977,1132374600
3/5/2007,96.41894152,1231.027636,4511193609,15891.92912,1071088.287,17254.03551,61282.73193,5.094247776,75.47292701,4.23643,5359942.5,18664.88086,1986020800
3/6/2007,96.46410549,1210.095206,4370043441,15872.07763,1071136.83,17276.30104,61244.88344,5.092522258,75.47970369,4.18196,5361905.733,19058.56055,1606525700
3/7/2007,96.50953372,1184.63002,4209785919,15852.04898,1071185.263,17298.67836,61206.77955,5.090797461,75.48648451,4.19054,5363042.904,18918.64063,1453798600
3/8/2007,96.5552262,1154.632079,4030421045,15831.84317,1071233.587,17321.16747,61168.42028,5.089073385,75.49326949,4.19125,5363354.011,19175.16992,1240695700
3/9/2007,96.60118292,1120.101383,3831948819,15811.46019,1071281.802,17343.76836,61129.80561,5.08735003,75.50005862,4.1433,5362839.055,19134.88086,1765809600
3/12/2007,96.6474039,1081.037932,3614369239,15790.90004,1071329.907,17366.48105,61090.93555,5.085627397,75.5068519,4.12679,5361498.037,19442.41992,1720489200
3/13/2007,96.69388912,1037.441726,3377682307,15770.16273,1071377.903,17389.30552,61051.8101,5.083905485,75.51364933,4.1633,5359330.955,19333.14063,1336198500
3/14/2007,96.74063859,989.3127638,3121888022,15749.24826,1071425.789,17412.24179,61012.42925,5.082184294,75.52045091,4.20205,5356337.81,18836.92969,2054887200
3/15/2007,96.78765232,936.6510469,2846986385,15728.15662,1071473.566,17435.28984,60972.79301,5.080463824,75.52725664,4.12893,5352518.602,18969.43945,898691400
3/16/2007,96.83493029,881.1262027,2565157370,15706.88781,1071521.233,17458.44969,60932.90138,5.078744076,75.53406652,4.12036,5347987.776,18953.5,0
3/19/2007,96.88247251,832.7559991,2349480827,15685.44184,1071568.791,17481.72132,60892.75436,5.077025048,75.54088056,4.11857,5343432.001,19266.74023,1292261700
3/20/2007,96.93027898,793.2100641,2212136731,15663.81871,1071616.24,17505.10474,60852.35195,5.075306743,75.54769874,4.12857,5338965.722,19356.90039,1021294300
3/21/2007,96.9783497,762.4883976,2153125083,15642.01841,1071663.579,17528.59995,60811.69414,5.073589158,75.55452107,4.13429,5334588.939,19516.41016,977841600
3/22/2007,97.02668468,740.5909996,2172445882,15620.04094,1071710.808,17552.20695,60770.78094,5.071872294,75.56134756,4.05571,5330301.652,19690.25,1650390800
3/23/2007,97.0752839,727.5178703,2270099129,15597.88631,1071757.929,17575.92574,60729.61235,5.070156152,75.56817819,4.03071,5326103.861,19692.64063,1073216700
3/26/2007,97.12414737,723.2690094,2446084822,15575.55451,1071804.939,17599.75632,60688.18836,5.068440731,75.57501298,4.04429,5321995.565,19765.84961,780644700
3/27/2007,97.17327509,727.8444171,2700402964,15553.04555,1071851.841,17623.69869,60646.50899,5.066726032,75.58185192,4.16714,5317976.766,19706.78906,920278300
3/28/2007,97.22266705,741.2440934,3033053552,15530.35943,1071898.632,17647.75284,60604.57422,5.065012053,75.58869501,4.18357,5314047.462,19553.86914,1198488800
3/29/2007,97.27232327,763.4680382,3444036588,15507.49613,1071945.315,17671.91879,60562.38406,5.063298796,75.59554224,4.25357,5310207.655,19821.7793,1914517600
3/30/2007,97.32224374,794.5162516,3933352071,15484.45568,1071991.888,17696.19653,60519.9385,5.06158626,75.60239363,4.225,5306457.343,19800.92969,938595500
3/31/2007,97.9,834,4501000000,15461.23806,1072038.351,17720.58605,60477.23756,4.3,75.8,2.34610891,5302796,19755.50388,686827208.8
4/2/2007,97.42287743,883.085484,5146980380,15437.84327,1072084.705,17745.08736,60434.28122,5.058163352,75.61610886,4.15857,5299225.207,19809.69922,848491800
4/3/2007,97.47359064,940.606503,5871293205,15414.27132,1072130.95,17769.70047,60391.06949,5.05645298,75.62297271,4.14643,5295743.383,20002.69922,837020200
4/4/2007,97.52456811,1006.951791,6673938478,15390.5222,1072177.085,17794.42536,60347.60237,5.054743329,75.6298407,4.24286,5292351.055,20209.71094,1526199700
4/10/2007,97.57580982,1082.121347,7554916198,15366.59592,1072223.111,17819.26204,60303.87985,5.053034399,75.63671284,4.40071,5289048.223,20347.86914,1327698500
4/11/2007,97.62731579,1166.115171,8514226365,15342.49247,1072269.027,17844.21051,60259.90194,5.05132619,75.64358913,4.41643,5285834.886,20449.42969,1485648200
4/12/2007,97.679086,1258.933265,9551868979,15318.21186,1072314.834,17869.27077,60215.66864,5.049618703,75.65046958,4.40714,5282711.046,20380.21094,1723266400
4/13/2007,97.73112047,1360.575626,10667844042,15293.75408,1072360.531,17894.44282,60171.17995,5.047911937,75.65735417,4.41929,5279676.701,20340.9707,1643673600
4/16/2007,97.78341918,1471.042257,11862151551,15269.11914,1072406.119,17919.72666,60126.43587,5.046205892,75.66424292,4.45143,5276731.853,20757.5293,1761272800
4/17/2007,97.83598215,1590.333156,13134791508,15244.30703,1072451.598,17945.12229,60081.43639,5.044500569,75.67113582,4.50929,5273876.5,20788.60938,1813650800
4/18/2007,97.88880936,1710.407247,14396140316,15219.31776,1072496.967,17970.62971,60036.18152,5.042795967,75.67803286,4.51786,5271236.159,20777.08984,1990598800
4/19/2007,97.94190082,1823.223455,15556574380,15194.15132,1072542.226,17996.24892,59990.67126,5.041092086,75.68493406,4.43,5268936.344,20299.71094,2153180400
4/20/2007,97.99525653,1928.78178,16616093701,15168.80772,1072587.377,18021.97991,59944.9056,5.039388926,75.69183941,4.27143,5266977.057,20566.58984,1825297600
4/23/2007,98.04887649,2027.082221,17574698277,15143.28695,1072632.417,18047.8227,59898.88456,5.037686487,75.69874891,4.21786,5265358.296,20556.57031,1269192100
4/24/2007,98.1027607,2118.124779,18432388109,15117.58902,1072677.349,18073.77727,59852.60812,5.03598477,75.70566256,4.185,5264080.062,20572.80078,1220512600
4/25/2007,98.15690917,2201.909453,19189163197,15091.71392,1072722.17,18099.84364,59806.07629,5.034283774,75.71258036,4.17286,5263142.355,20536.7793,1111525800
4/26/2007,98.21132188,2278.436244,19845023542,15065.66166,1072766.883,18126.02179,59759.28906,5.032583499,75.71950231,4.19857,5262545.175,20667.28906,1327995300
4/27/2007,98.26599883,2347.705151,20399969142,15039.43223,1072811.486,18152.31173,59712.24645,5.030883946,75.72642841,4.28214,5262288.522,20526.5,1115647800
4/30/2007,98.7,2410,20854000000,15013.02563,1072855.979,18178.71346,59664.94844,4.3,75.4,4.25214,5262373,20318.98047,1232504000
5/2/2007,98.3761455,2464.469316,21207116110,14986.44187,1072900.363,18205.22698,59617.39504,5.027487002,75.74029307,4.18643,5262796.796,20388.49023,1118175200
5/3/2007,98.43161521,2511.964573,21459317479,14959.68095,1072944.638,18231.85229,59569.58625,5.025789613,75.74723162,4.35357,5263561.723,20681.58008,1119150600
5/4/2007,98.48734917,2552.201947,21610604103,14932.74286,1072988.803,18258.58939,59521.52206,5.024092944,75.75417433,4.54786,5264667.177,20841.08008,1261919000
5/7/2007,98.54334738,2585.181437,21660975983,14905.62761,1073032.859,18285.43828,59473.20248,5.022396997,75.76112118,4.54786,5266113.158,20896.64063,1355037900
5/8/2007,98.59960983,2610.903044,21610433119,14878.33519,1073076.805,18312.39896,59424.62751,5.020701771,75.76807219,4.52929,5267899.666,20706.34961,1137024700
5/9/2007,98.65613654,2629.366768,21458975511,14850.8656,1073120.642,18339.47143,59375.79715,5.019007266,75.77502735,4.43,5270026.701,20844.7793,912644700
5/10/2007,98.71292749,2640.572608,21206603159,14823.21885,1073164.369,18366.65568,59326.7114,5.017313482,75.78198666,4.46,5272494.262,20746.26953,1187355000
5/11/2007,98.7699827,2644.520564,20853316063,14795.39494,1073207.987,18393.95173,59277.37025,5.01562042,75.78895012,4.46,5275302.351,20468.21094,1440580100
5/14/2007,98.82730215,2641.210637,20399114223,14767.39386,1073251.496,18421.35956,59227.77371,5.013928079,75.79591772,4.39357,5278450.966,20979.24023,2746175200
5/15/2007,98.88488586,2630.642827,19843997640,14739.21562,1073294.895,18448.87919,59177.92178,5.012236459,75.80288948,4.58786,5281940.108,20868.15039,1830068800
5/16/2007,98.94273381,2613.401401,19202500683,14710.86021,1073338.184,18476.5106,59127.81445,5.010545561,75.8098654,4.55357,5285810.624,20937.25977,1082991000
5/17/2007,99.00084602,2592.991963,18561829584,14682.32763,1073381.365,18504.2538,59077.45174,5.008855383,75.81684546,4.47071,5290307.599,20994.60938,1084692600
5/18/2007,99.05922247,2569.998779,17936518714,14653.61789,1073424.435,18532.1088,59026.83363,5.007165927,75.82382967,4.495,5295471.88,20904.83984,1294134700
5/21/2007,99.11786317,2544.421852,17326568074,14624.73099,1073467.397,18560.07558,58975.96013,5.005477192,75.83081803,4.36571,5301303.466,20927.75,1483071700
5/22/2007,99.17676812,2516.261179,16731977662,14595.66692,1073510.248,18588.15415,58924.83123,5.003789179,75.83781055,4.39,5307802.358,20843.91992,1351403300
5/23/2007,99.23593733,2485.516762,16152747479,14566.42568,1073552.991,18616.34451,58873.44695,5.002101886,75.84480721,4.36714,5314968.557,20798.9707,920817100
5/25/2007,99.29537078,2452.188601,15588877525,14537.00728,1073595.624,18644.64666,58821.80727,5.000415315,75.85180802,4.46786,5322802.061,20520.66016,1601243700
5/28/2007,99.35506848,2416.276694,15040367801,14507.41171,1073638.147,18673.0606,58769.9122,4.998729465,75.85881299,4.56571,5331302.87,20529.75977,998483000
5/29/2007,99.41503043,2377.781043,14507218305,14477.63898,1073680.561,18701.58632,58717.76173,4.997044337,75.86582211,4.48714,5340470.986,20469.58984,0
5/30/2007,99.47525663,2336.701648,13989429038,14447.68909,1073722.866,18730.22384,58665.35588,4.995359929,75.87283537,4.66,5350306.407,20293.75977,1831418800
5/31/2007,100.5,2293,13487000000,14417.56203,1073765.061,18758.97315,58612.69463,4.3,75.5,4.61286,5360808,20634.4707,1885289000
6/1/2007,99.59650177,2246.791622,12999931192,14387.2578,1073807.147,18787.83424,58559.77799,4.991993279,75.88687436,4.49214,5371979.168,20602.86914,1668128500
6/4/2007,99.65752072,2197.960992,12528222613,14356.77641,1073849.123,18816.80713,58506.60596,4.990311035,75.89390008,4.52643,5383816.507,20729.58984,1385369100
6/5/2007,99.71880392,2146.546618,12071874263,14326.11785,1073890.99,18845.8918,58453.17853,4.988629513,75.90092995,4.40143,5396321.152,20842.15039,1628208800
6/6/2007,99.78035137,2092.548499,11630886141,14295.28213,1073932.747,18875.08826,58399.49572,4.986948711,75.90796397,4.36143,5409493.102,20818.60938,1225409700
6/7/2007,99.84216306,2035.966635,11205258249,14264.26924,1073974.395,18904.39652,58345.55751,4.985268632,75.91500214,4.255,5423332.359,20800.16016,1456509300
6/8/2007,99.90423901,1976.801027,10794990586,14233.07919,1074015.934,18933.81656,58291.36391,4.983589273,75.92204446,4.21857,5437838.921,20509.15039,1947561200
6/11/2007,99.96657921,1915.051673,10400083151,14201.71198,1074057.363,18963.34839,58236.91491,4.981910636,75.92909094,4.22857,5453012.789,20615.49023,1034142700
6/12/2007,100.0291837,1850.718576,10020535946,14170.16759,1074098.682,18992.99201,58182.21053,4.980232719,75.93614156,4.30286,5468853.963,20636.39063,989052500
6/13/2007,100.0920523,1783.801733,9656348970,14138.44605,1074139.893,19022.74742,58127.25075,4.978555524,75.94319633,4.30143,5485362.443,20578.75,1040542700
6/14/2007,100.1551853,1714.301146,9307522223,14106.54733,1074180.993,19052.61462,58072.03557,4.976879051,75.95025526,4.32143,5502538.229,20867.25977,2314377200
6/15/2007,100.2185825,1643.109855,8974647081,14074.47146,1074221.985,19082.5936,58016.56501,4.975203298,75.95731834,4.435,5520128.736,21017.05078,2893956800
6/18/2007,100.2822439,1575.586102,8661271801,14042.21841,1074262.866,19112.68438,57960.83906,4.973528267,75.96438556,4.40214,5536618.462,21582.89063,3890428000
6/20/2007,100.3461696,1512.622928,8367987759,14009.78821,1074303.639,19142.88695,57904.85771,4.971853957,75.97145694,4.58,5551754.823,21684.66992,3363787200
6/21/2007,100.4103596,1454.220333,8094794956,13977.18083,1074344.302,19173.2013,57848.62097,4.970180369,75.97853247,4.555,5565537.818,21954.66992,2357828000
6/22/2007,100.4748138,1400.378318,7841693390,13944.3963,1074384.855,19203.62745,57792.12883,4.968507501,75.98561215,4.5,5577967.448,21999.91016,2095707600
6/25/2007,100.5395322,1351.096881,7608683063,13911.43459,1074425.299,19234.16538,57735.38131,4.966835355,75.99269597,4.485,5589043.712,21822.34961,1598811300
6/26/2007,100.6045149,1306.376023,7395763974,13878.29573,1074465.634,19264.81511,57678.37839,4.96516393,75.99978395,4.39714,5598766.61,21803.57031,1552691700
6/27/2007,100.6697618,1266.215745,7202936123,13844.97969,1074505.859,19295.57662,57621.12008,4.963493227,76.00687609,4.43929,5607136.143,21705.56055,2007429600
6/28/2007,100.735273,1230.616045,7030199511,13811.48649,1074545.975,19326.44992,57563.60638,4.961823244,76.01397237,4.45786,5614152.311,21938.2207,2522367000
6/29/2007,100.8010485,1199.576924,6877554136,13777.81613,1074585.981,19357.43501,57505.83728,4.960153983,76.0210728,4.48071,5619815.113,21772.73047,1621418900
6/30/2007,101.6,1173,6745000000,13743.9686,1074625.878,19388.53189,57447.8128,4.2,75.8,2.288377662,5624126,21902.65462,1542271989
7/3/2007,100.9333921,1151.18042,6632537102,13709.94391,1074665.665,19419.74056,57389.53292,4.956817624,76.03528612,4.47929,5627080.621,22151.14063,1882466600
7/4/2007,100.9999603,1133.823037,6540165442,13675.78092,1074705.351,19450.99065,57331.06825,4.955150527,76.042399,4.63214,5628683.327,22218.55078,1890965200
7/5/2007,101.0667927,1121.026232,6467885020,13641.71289,1074744.979,19481.85997,57272.84242,4.953484151,76.04951603,4.59714,5628932.667,22252.99023,2014864600
7/6/2007,101.1338894,1112.790006,6415695836,13607.77867,1074784.559,19512.27814,57214.92603,4.951818496,76.05663722,4.39143,5627828.642,22531.74023,2258576800
7/9/2007,101.2012503,1109.11436,6383597891,13573.97828,1074824.089,19542.24518,57157.31909,4.950153562,76.06376256,4.385,5625371.251,22817.42969,2780795000
7/10/2007,101.2688755,1109.999292,6371591184,13540.31171,1074863.569,19571.76106,57100.02158,4.94848935,76.07089204,4.36214,5621560.495,22885.83984,3951114400
7/11/2007,101.336765,1115.444804,6379675715,13506.77897,1074903.001,19600.82581,57043.03352,4.946825858,76.07802568,4.37786,5616396.373,22607.01953,3298317200
7/12/2007,101.4049186,1125.450895,6407851484,13473.38005,1074942.383,19629.43941,56986.35491,4.945163088,76.08516347,4.33,5609878.886,22809.01953,2265775600
7/13/2007,101.4733366,1140.017564,6456118491,13440.11494,1074981.716,19657.60187,56929.98573,4.94350104,76.09230541,4.26,5602008.033,23099.28906,1952540400
7/16/2007,101.5420188,1159.144813,6524476737,13406.98367,1075020.999,19685.31319,56873.926,4.941839712,76.0994515,4.25714,5592783.815,22953.93945,1338833600
7/17/2007,101.6109652,1182.223432,6610410485,13373.98621,1075060.233,19712.57336,56818.17571,4.940179106,76.10660174,4.25429,5582456.047,23057.30078,1557914200
7/18/2007,101.6801759,1205.598168,6698825327,13341.12258,1075099.418,19739.3824,56762.73486,4.938519221,76.11375613,4.29714,5572523.622,22841.91992,2212038000
7/19/2007,101.7496508,1228.659814,6787205526,13308.39277,1075138.554,19765.74028,56707.60345,4.936860057,76.12091467,4.29357,5563236.356,23016.19922,1915786800
7/20/2007,101.81939,1251.408369,6875551083,13275.79678,1075177.64,19791.64703,56652.78149,4.935201615,76.12807737,4.3,5554594.249,23291.90039,1810894600
7/23/2007,101.8893934,1273.843834,6963861998,13243.33461,1075216.677,19817.10263,56598.26897,4.933543894,76.13524421,4.28857,5546597.3,23365.56055,1564566200
7/24/2007,101.9596611,1295.966207,7052138270,13211.00627,1075255.665,19842.1071,56544.06589,4.931886894,76.1424152,4.20929,5539245.511,23472.88086,1757468800
7/25/2007,102.030193,1317.775489,7140379901,13178.81175,1075294.603,19866.66041,56490.17226,4.930230615,76.14959035,4.20143,5532538.88,23362.17969,1877575800
7/26/2007,102.1009892,1339.271681,7228586889,13146.75105,1075333.492,19890.76259,56436.58806,4.928575057,76.15676965,4.20714,5526477.408,23211.68945,1718400800
7/27/2007,102.1720497,1360.454781,7316759235,13114.82417,1075372.332,19914.41362,56383.31331,4.926920221,76.16395309,4.20857,5521061.095,22570.41016,2901376000
7/30/2007,102.2433743,1381.324791,7404896939,13083.03112,1075411.123,19937.61351,56330.348,4.925266106,76.17114069,4.24143,5516289.941,22739.90039,1662312000
7/31/2007,102.8,1402,7493000000,13051.37189,1075449.864,19960.36226,56277.69213,4.1,76.1,4.24071,5512163,23184.93945,1757683600
8/1/2007,102.3868164,1422.125538,7581068419,13019.84648,1075488.556,19982.65986,56225.34571,4.92196004,76.18552834,4.19143,5508683.109,22455.35938,2848057800
8/2/2007,102.4589339,1442.056275,7669102197,12988.4549,1075527.198,20004.50633,56173.30873,4.920308088,76.19272838,4.18143,5505847.431,22443.25,2099184800
8/3/2007,102.5313156,1461.673921,7757101331,12957.19713,1075565.792,20025.90164,56121.58119,4.918656858,76.19993258,4.21071,5503656.912,22538.43945,1787588400
8/6/2007,102.6039615,1480.978476,7845065824,12926.07319,1075604.335,20046.84582,56070.16309,4.91700635,76.20714094,4.26857,5502111.552,21936.73047,2154530000
8/7/2007,102.6768717,1499.969941,7932995675,12895.08308,1075642.83,20067.33886,56019.05444,4.915356562,76.21435344,4.26143,5501211.35,21907.99023,1593419300
8/8/2007,102.7500461,1518.648315,8020890883,12864.22678,1075681.275,20087.38075,55968.25522,4.913707496,76.22157009,4.27714,5500956.308,22536.66992,1987081200
8/9/2007,102.8234848,1537.013597,8108751449,12833.50431,1075719.672,20106.97149,55917.76545,4.912059151,76.22879089,4.31786,5501346.424,22439.35938,1874306000
8/10/2007,102.8971877,1555.065789,8196577373,12802.91566,1075758.018,20126.1111,55867.58513,4.910411527,76.23601585,4.90143,5502381.699,21792.71094,1987805800
8/13/2007,102.9711549,1572.80489,8284368654,12772.46083,1075796.316,20144.79956,55817.71424,4.908764624,76.24324495,4.82214,5504062.133,21891.09961,1535625600
8/14/2007,103.0453863,1590.2309,8372125294,12742.13982,1075834.564,20163.03688,55768.1528,4.907118443,76.25047821,4.58,5506387.726,22007.32031,1157004500
8/15/2007,103.119882,1607.343819,8459847291,12711.95264,1075872.763,20180.82306,55718.9008,4.905472983,76.25771561,4.66071,5509358.478,21375.7207,2057828000
8/16/2007,103.1946419,1624.328681,8545960338,12681.89928,1075910.912,20198.15809,55669.95824,4.903828244,76.26495717,4.77929,5512986.913,20672.39063,3139792200
8/17/2007,103.2696661,1642.29569,8621018583,12651.97974,1075949.012,20215.04199,55621.32512,4.902184227,76.27220287,4.63214,5517348.181,20387.13086,4215404800
8/20/2007,103.3449545,1661.429878,8683447718,12622.19403,1075987.063,20231.47474,55573.00145,4.90054093,76.27945273,4.58071,5522454.805,21595.63086,3730032400
8/21/2007,103.4205072,1681.731245,8733247744,12592.54214,1076025.065,20247.45634,55524.98722,4.898898355,76.28670674,4.60857,5528306.787,21729.34961,4533189600
8/22/2007,103.4963241,1703.199793,8770418660,12563.02407,1076063.017,20262.98681,55477.28243,4.897256502,76.2939649,4.77857,5534904.127,22346.88086,2207457200
8/23/2007,103.5724052,1725.83552,8794960466,12533.63982,1076100.92,20278.06613,55429.88708,4.895615369,76.30122721,4.66429,5542246.823,22966.9707,3440616800
8/24/2007,103.6487507,1749.638428,8806873163,12504.38939,1076138.774,20292.69431,55382.80118,4.893974958,76.30849367,4.65357,5550334.877,22921.89063,3329042000
8/27/2007,103.7253603,1774.608515,8806156750,12475.27279,1076176.578,20306.87134,55336.02472,4.892335268,76.31576428,4.55714,5559168.288,23577.73047,3614924000
8/28/2007,103.8022343,1800.745782,8792811227,12446.29001,1076214.334,20320.59723,55289.5577,4.890696299,76.32303904,4.715,5568747.056,23363.75977,2876847200
8/29/2007,103.8793724,1828.050228,8766836594,12417.44105,1076252.039,20333.87198,55243.40012,4.889058051,76.33031796,4.84929,5579071.182,23020.59961,2609888400
8/30/2007,103.9567748,1856.521855,8728232852,12388.72592,1076289.696,20346.69559,55197.55199,4.887420525,76.33760102,4.81,5590140.664,23484.53906,2371589600
8/31/2007,104,1886,8677000000,12360.14461,1076327.303,20359.06806,55152.0133,4.2,76.2,4.89714,5601956,23984.14063,3266675800
9/3/2007,104.1133906,1916.966648,8613138038,12331.69712,1076364.861,20370.98938,55106.78405,4.884147636,76.3521796,4.89571,5614515.701,23904.08984,1703323600
9/4/2007,104.1946403,1948.939814,8536646966,12303.38345,1076402.37,20382.45956,55061.86424,4.882512273,76.35947512,4.93786,5627821.256,23886.07031,1982756400
9/5/2007,104.2781906,1982.080159,8447526785,12275.2036,1076439.829,20393.47859,55017.25388,4.880877632,76.36677478,4.95571,5641872.167,24069.16992,1817528800
9/6/2007,104.3640416,2016.387685,8345777494,12247.15758,1076477.239,20404.04649,54972.95295,4.879243712,76.3740786,4.96214,5656668.436,24050.40039,1588676700
9/7/2007,104.4521931,2051.862391,8231399093,12219.24538,1076514.6,20414.16324,54928.96147,4.877610513,76.38138657,4.88214,5672210.062,23982.60938,2604931200
9/10/2007,104.5426452,2088.504276,8104391582,12191.467,1076551.911,20423.82885,54885.27944,4.875978035,76.38869869,4.92429,5688497.045,23999.69922,2092794400
9/11/2007,104.635398,2126.313341,7964754962,12163.82245,1076589.173,20433.04331,54841.90684,4.874346279,76.39601496,4.88929,5705529.385,23952.24023,1687589200
9/12/2007,104.7304513,2165.289586,7812489232,12136.31172,1076626.386,20441.80664,54798.84369,4.872715244,76.40333538,4.95429,5723307.083,24310.14063,1733983200
9/13/2007,104.8278053,2205.433011,7647594392,12108.93481,1076663.549,20450.11882,54756.08998,4.87108493,76.41065995,4.97786,5741830.138,24537.01953,1378258500
9/14/2007,104.9274599,2246.743615,7470070443,12081.69172,1076700.663,20457.97985,54713.64571,4.869455337,76.41798867,4.98214,5761098.55,24898.10938,2032464400
9/17/2007,105.0294151,2286.318204,7301545085,12054.58246,1076737.728,20465.38975,54671.51088,4.867826466,76.42532154,4.93143,5780922.614,24599.33984,1338753200
9/18/2007,105.1336709,2321.25358,7163646018,12027.60701,1076774.744,20472.3485,54629.6855,4.866198316,76.43265856,4.88,5801112.624,24576.84961,1397510500
9/19/2007,105.2402273,2351.549743,7056373244,12000.76539,1076811.71,20478.85611,54588.16956,4.864570887,76.43999974,4.61286,5821668.58,25554.64063,3122521200
9/20/2007,105.3490843,2377.206695,6979726762,11974.0576,1076848.627,20484.91258,54546.96306,4.862944179,76.44734506,4.65143,5842590.482,25701.13086,3257486000
9/21/2007,105.4602419,2398.224434,6933706571,11947.48362,1076885.495,20490.5179,54506.066,4.861318193,76.45469454,4.97857,5863878.331,25843.7793,2553639200
9/24/2007,105.5737001,2414.602961,6918312673,11921.04347,1076922.313,20495.67208,54465.47839,4.859692928,76.46204816,5.07071,5885532.125,26551.93945,3199786800
9/25/2007,105.689459,2426.342275,6933545067,11894.73714,1076959.082,20500.37512,54425.20022,4.858068384,76.46940594,5.125,5907551.866,26430.28906,2863169000
9/27/2007,105.8075184,2433.442378,6979403753,11868.56463,1076995.802,20504.62702,54385.23149,4.856444561,76.47676786,5.32429,5929937.553,27065.15039,3126894000
9/28/2007,105.9278785,2435.903267,7055888730,11842.52595,1077032.472,20508.42777,54345.5722,4.85482146,76.48413394,5.46643,5952689.186,27142.4707,3152613400
9/30/2007,105.3,2434,7163000000,11816.62109,1077069.093,20511.77738,54306.22236,4.1,76.3,2.21586109,5975806,27795.59906,3299820232
10/2/2007,106.1755004,2426.90741,7300737562,11790.85005,1077105.665,20514.67585,54267.18196,4.851577421,76.49887855,5.19929,5999290.29,28199.75,4002011600
10/3/2007,106.3027623,2415.450663,7469101416,11765.21283,1077142.188,20517.12317,54228.451,4.849956483,76.50625708,5.47,6023139.762,27479.93945,4924128800
10/4/2007,106.4323248,2399.354704,7668091562,11739.70944,1077178.661,20519.11935,54190.02948,4.848336267,76.51363976,5.61714,6047355.179,26973.98047,2888225200
10/5/2007,106.5641879,2378.619532,7897708000,11714.33987,1077215.085,20520.66439,54151.91741,4.846716771,76.52102659,5.57643,6071936.543,27831.51953,2411382800
10/8/2007,106.6983516,2353.245148,8157950730,11689.10412,1077251.459,20521.75829,54114.11477,4.845097997,76.52841757,5.39643,6096883.853,27770.28906,3766163600
10/9/2007,106.8348159,2323.231552,8448819751,11664.00219,1077287.785,20522.40104,54076.62158,4.843479945,76.53581271,5.21357,6122197.109,28228.03906,2439227200
10/10/2007,106.9735809,2288.578743,8770315065,11639.03409,1077324.061,20522.59266,54039.43784,4.841862613,76.54321199,5.32286,6147876.311,28569.33008,4380341600
10/11/2007,107.1146464,2249.286722,9122436671,11614.1998,1077360.287,20522.33312,54002.56353,4.840246003,76.55061543,5.60071,6173921.459,29133.01953,3820197200
10/12/2007,107.2580125,2205.355489,9505184569,11589.49935,1077396.465,20521.62245,53965.99867,4.838630114,76.55802301,5.70357,6200332.554,28838.36914,3266952400
10/15/2007,107.4036793,2156.785044,9918558759,11564.93271,1077432.593,20520.46063,53929.74325,4.837014946,76.56543475,5.57214,6227109.595,29540.7793,2642580000
10/16/2007,107.5516467,2104.902107,10358990057,11540.49989,1077468.672,20518.84767,53893.79727,4.8354005,76.57285063,5.45357,6254012.318,28954.55078,3997664400
10/17/2007,107.7019146,2057.667001,10805063360,11516.2009,1077504.701,20516.78357,53858.16073,4.833786775,76.58027067,5.61643,6279599.139,29298.71094,2589862400
10/18/2007,107.8544832,2016.406449,11253209483,11492.03573,1077540.681,20514.26833,53822.83364,4.832173771,76.58769486,5.53643,6303629.796,29465.05078,2831341800
10/22/2007,108.0093524,1981.120449,11703428426,11468.00439,1077576.612,20511.30194,53787.81599,4.830561488,76.5951232,4.89786,6326104.289,28373.63086,3018814400
